the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.96175268639941 40.68268968737077),3,Brooklyn,302,35,57,25,8,1534,120,Plaza,backed,04/01/2012,19 Putnam Avenue,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,302,Not Applicable,Fulton Area Business (FAB) Alliance,40.6826896874,-73.9617526864,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00474155608092 40.652692755252446),3,Brooklyn,307,38,51,20,7,2755,1539,Municipal Facilities,backed,10/06/2014,427 38th Street,427 38th Street,38th Street,4th Avenue & 5th Avenue,Brooklyn,307,Not Applicable,Not Applicable,40.652701,-74.004743,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80958361620873 40.67507574457414),4,Queens,410,28,31,10,5,2601,1192,Municipal Facilities,backed,07/10/2014,128-16 Rockaway Boulevard,128-16 Rockaway Boulevard,Rockaway Boulevard,128th Street and 130th Street,Queens,410,Q27,Not Applicable,40.675084,-73.809585,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.84394460304806 40.71985873696182),4,Queens,406,29,28,16,6,893,318,General,backed,02/20/2013,71-27 Austin Street,71-27 Austin Street,71st Road,71st Road and Queens Blvd,Queens,406,Not Applicable,Not Applicable,40.719867,-73.843946,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85479859222623 40.837515713556634),2,Bronx,209,18,87,32,14,2710,2710,Municipal Facilities,backed,08/05/2014,2120 Saint Raymonds Avenue,1504 Olmstead Avenue,Olmstead Avenue,Saint Raymonds Avenue & Starling Avenue,Bronx,209,Not Applicable,Not Applicable,40.837524,-73.8548,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97674256372696 40.672669750014535),3,Brooklyn,306,39,52,21,9,4065,519,General,backless 2,05/08/2018,147 7th Avenue,147 7th Avenue,7th Avenue,Caroll Street & Garfield Place,Brooklyn,306,Not Applicable,Not Applicable,40.672678,-73.976744,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95736356098163 40.816942721305665),1,Manhattan,109,7,70,30,13,3015,850,Municipal Facilities,backless,01/26/2015,3240 Broadway,3240 Broadway,Broadway,West 130th Street & West 131st Street,Manhattan,109,M4,Not Applicable,40.816951,-73.957365,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95977757271997 40.60160876391422),3,Brooklyn,315,48,45,17,11,3278,2254,Municipal Facilities,backed,05/23/2016,1970 Homecrest Avenue,1970 Homecrest Avenue,Homecrest Avenue,Avenue S & Avenue T,Brooklyn,315,Not Applicable,Not Applicable,40.601617,-73.959779,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,0,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94235957481297 40.66773074994945),3,Brooklyn,309,35,43,20,9,2005,630,General,backed,06/20/2013,328 Kingston Avenue,328 Kingston Avenue,Kingston Avenue,President Street & Union Street,Brooklyn,309,Not Applicable,Not Applicable,40.667739,-73.942361,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95574157321539 40.62233275946899),3,Brooklyn,314,45,48,17,9,3339,1723,General,backed,07/05/2016,1625 Ocean Avenue,1625 Ocean Avenue,Ocean Avenue,Avenue L & Avenue K,Brooklyn,314,Not Applicable,Not Applicable,40.622341,-73.955743,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93014257672635 40.68832674557579),3,Brooklyn,303,36,56,25,8,3917,343,Senior Center,backed 2,01/23/2018,150 Malcolm X Blvd,150 Malcolm X Blvd,Malcolm X Blvd,Gates Avenue & Monroe Street,Brooklyn,303,Not Applicable,Not Applicable,40.688335,-73.930144,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92080756899185 40.86704371008877),1,Manhattan,112,10,72,31,13,2051,1044,General,backed,10/10/2013,588 West 207th Street,588 West 207th Street,West 207th Street,Vermilyea Avenue and Broadway,Manhattan,112,Not Applicable,Not Applicable,40.867052,-73.920809,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88308358841878 40.74987573186412),4,Queens,403,25,39,13,14,2169,890,General,backed,09/24/2013,83-25 37th Avenue,83-25 37th Avenue,37th Avenue,83rd and 84th Streets,Queens,403,Not Applicable,Not Applicable,40.749884,-73.883085,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95251972752693 40.65122834863484),3,Brooklyn,317,40,42,20,9,3049,1530,General,backed,11/26/2014,801 Rogers Avenue,801 Rogers Avenue,Rogers Avenue,Church Avenue & Martense Street,Brooklyn,317,B44,Not Applicable,40.6512283486,-73.9525197275,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98469055474794 40.77439473054684),1,Manhattan,107,6,67,27,10,1333,57,General,backed,03/05/2013,127 Amsterdam Avenue,127 Amsterdam Avenue,Amsterdam Avenue,W. 65th Street and W. 66th Street,Manhattan,107,M11,Not Applicable,40.774403,-73.984692,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87537258324643 40.87254270751375),2,Bronx,207,11,80,36,13,3529,201,Municipal Facilities,backed 2,07/03/2017,3177 Webster Avenue,3177 Webster Avenue,Webster Avenue,E 205th street & E 204th street,Bronx,207,Not Applicable,Not Applicable,40.872551,-73.875374,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92566886086182 40.74398179364052),4,Queens,402,26,37,12,14,1085,134,BID,backless,09/11/2012,39-11 Queens Boulevard,39-11 Queens Boulevard,Queens Boulevard,39th Street and 39th Place,Queens,402,Q32,Sunnyside Shines,40.7439817936,-73.9256688609,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97852355996781 40.727883739748734),1,Manhattan,103,2,74,27,12,2773,1728,Municipal Facilities,backed,11/28/2014,610 East 12th Street,610 East 12th Street,East 12th Street,Avenue B & Avenue C,Manhattan,103,Not Applicable,Not Applicable,40.727892,-73.978525,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.87933958186356 40.87423470791366),2,Bronx,207,11,80,36,13,2341,1056,General,backed,02/24/2014,3125 Bainbridge Avenue,3125 Bainbridge Avenue,Bainbridge Avenue,E205th & E206th Street,Bronx,207,Not Applicable,Not Applicable,40.874243,-73.879341,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97900456153347 40.68984974697525),3,Brooklyn,302,35,57,25,8,2478,93,Health Care Facilities,backless 2,05/29/2014,101 DeKalb Avenue,101 DeKalb Avenue,DeKalb Avenue,Ashland Place & Rockwell Place,Brooklyn,302,B38,MetroTech,40.689858,-73.979006,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01147354992288 40.714441743417474),1,Manhattan,101,1,66,26,10,1940,514,BID,backed 2,07/31/2018,255 Greenwich Street,255 Greenwich Street,Murray Street,Greenwhich Street & West Broadway,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.71445,-74.011475,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.9578755692726 40.67094874972235),3,Brooklyn,308,35,57,20,9,2880,1807,General,backless,07/14/2015,802 Franklin Avenue,802 Franklin Avenue,Franklin Avenue,Lincoln Place & Eastern Parkway,Brooklyn,308,B48,Crow Hill Community Association,40.670957,-73.957877,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97340656348021 40.677458749079825),3,Brooklyn,306,39,52,20,9,1932,536,General,backed,05/10/2013,7 7th Avenue,7 7th Avenue,7th Avenue,Park Place & Sterling Place,Brooklyn,306,Not Applicable,Not Applicable,40.677467,-73.973408,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91761158198767 40.668646748860944),3,Brooklyn,316,41,55,20,9,1709,449,BID,backed,02/22/2013,1518 Pitkin Avenue,1518 Pitkin Avenue,Pitkin Avenue,Legion Street & Saratoga Avenue,Brooklyn,316,Not Applicable,Pitkin Avenue,40.668655,-73.917613,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91474657393604 40.83213571735526),2,Bronx,204,16,77,32,15,3217,1994,General,backed,09/18/2015,1150 Morris Avenue,270 E. 167th Street,East 167th Street and College,E. 167th Street and E. 166th Street,Bronx,204,BX32,Not Applicable,40.832144,-73.914748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95240556378053 40.78963872696734),1,Manhattan,111,8,68,30,13,2482,1512,Health Care Facilities,backed,05/16/2014,1450 Madison Avenue,1450 Madison Avenue,Madison,E. 99th Street and E. 100th Street,Manhattan,111,Not Applicable,Not Applicable,40.789647,-73.952407,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95748056069876 40.81026172289179),1,Manhattan,109,7,70,30,13,2792,1479,Municipal Facilities,backed,12/05/2014,123 Morningside Drive,123 Morningside Drive,Morningside Drive,Amsterdam Avenue & West 121st Street,Manhattan,109,Not Applicable,Not Applicable,40.81027,-73.957482,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92121758008865 40.698146743401466),3,Brooklyn,304,37,53,18,7,1987,757,General,backless,06/27/2013,245 Wilson Avenue,245 Wilson Avenue,Wilson Avenue,Himrod Street & Harman Street,Brooklyn,304,B60,Not Applicable,40.698155,-73.921219,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92789056750928 40.860420711913434),1,Manhattan,112,10,72,31,13,2760,1726,Municipal Facilities,backed,12/04/2014,95 Nagle Avenue,95 Nagle Avenue,Nagle Avenue,Elwood Street & Sickles Street,Manhattan,112,Not Applicable,Not Applicable,40.860429,-73.927892,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8292506055745 40.75777572875057),4,Queens,407,20,40,16,6,440,804,Bus Route,backless,09/23/2013,41-17 Main Street,41-08 Kissena Boulevard,Kissena Boulevard,Main Street,Queens,407,Q27,Not Applicable,40.757784,-73.829252,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01071154939717 40.71367574360209),1,Manhattan,101,1,66,26,10,1839,452,General,backed,03/11/2013,30 West Broadway,30 West Broadway,"Park Place, Greenwich Street & West Broadway",Greenwich Street &West Broadway,Manhattan,101,Not Applicable,Not Applicable,40.713684,-74.010713,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-74.15372550909187 40.62565876622741),5,Staten Island,501,49,61,23,11,1682,378,Bus Route,backless,01/29/2013,1941 Forest Avenue,1941 Forest Avenue,Forest Avenue,Simonson Avenue & Van Name Avenue,Staten Island,501,S48,Not Applicable,40.625667,-74.153727,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.00175655042895 40.74665773644136),1,Manhattan,104,3,75,27,10,1570,542,General,backed,05/20/2013,400 West 23rd Street,400 West 23rd Street,9th Avenue,9th Avenue & 10th Avenue,Manhattan,104,Not Applicable,Not Applicable,40.746666,-74.001758,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.9662885592713 40.794559726323804),1,Manhattan,107,7,69,30,10,2080,356,General,backless 2,10/11/2013,808 Columbus Avenue,808 Columbus Avenue,97th Street,Amsterdam Avenue and Columbus Avenue,Manhattan,107,Not Applicable,Not Applicable,40.794568,-73.96629,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00818755739753 40.603009764881776),3,Brooklyn,311,43,47,22,11,1961,643,General,backless,06/26/2013,1758 Cropsey Avenue,1758 Cropsey Avenue,Cropsey Avenue,Bay 17th Street & 18th Avenue,Brooklyn,311,B8,Not Applicable,40.603018,-74.008189,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93205457200249 40.75551373273138),4,Queens,401,26,30,12,12,1213,362,General,backed,12/12/2012,29-20 37th Avenue,29-20 37th Avenue,37th Avenue,Old Ridge Road and 30th Street,Queens,401,Not Applicable,Not Applicable,40.755522,-73.932056,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98038714784161 40.60521184763215),3,Brooklyn,311,44,47,17,10,3795,111,Senior Safety,backless,06/29/2017,275 Kings Highway,275 Kings Highway,Kings Highway,W. 7th Street & W. 8th Street,Brooklyn,311,B82,Not Applicable,40.6052118476,-73.9803871478,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.99089455545484 40.73423473921417),1,Manhattan,102,2,66,28,12,3039,1653,Municipal Facilities,backless,02/04/2015,841 Broadway,841 Broadway,Broadway,13th Street and 14th Street,Manhattan,102,X1,Union Square Partnership,40.734243,-73.990896,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97454455746433 40.78493872795046),1,Manhattan,107,6,69,29,10,1310,469,General,backed,03/07/2013,127 West 83rd Street,127 West 83rd Street,83rd Street,Amsterdam and Columbus Avenues,Manhattan,107,Not Applicable,Not Applicable,40.784947,-73.974546,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85126559420961 40.8193247174913),2,Bronx,209,18,87,32,15,2869,784,Municipal Facilities,backless,12/19/2014,633 Olmstead Avenue,633 Olmstead Avenue,Olmstead Avenue,Seward Avenue & Randall Avenue,Bronx,209,BX36,Not Applicable,40.819333,-73.851267,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88080358877211 40.767631728551976),4,Queens,403,22,35,13,14,2297,1397,General,backless,12/12/2013,89-00 23rd Avenue,89-00 23rd Avenue,23rd Avenue,89th Street & 90th Street,Queens,403,Q48,Not Applicable,40.76764,-73.880805,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83841260861828 40.653218749054155),4,Queens,410,32,23,15,8,4229,853,Bus Route,backless,02/05/2019,162-54 Cross Bay Blvd,162-54 Cross Bay Blvd,Cross Bay Blvd,162nd Avenue & 163rd Avenue,Queens,410,Q52,Not Applicable,40.653227,-73.838414,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-74.01305154931707 40.70779974451104),1,Manhattan,101,1,65,26,10,1017,169,BID,backed,07/10/2012,2 Rector Street,2 Rector Street,Trinity Place,Greenwich Street and Trinity Place,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.707808,-74.013053,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.93359956998991 40.79524172487742),1,Manhattan,111,8,68,29,13,3023,1633,Municipal Facilities,backless,01/22/2015,451 E. 116th Street,451 E. 116th Street,E. 116th Street,Pleasant Avenue and 1st Avenue,Manhattan,111,M116,Not Applicable,40.79525,-73.933601,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.84025259471876 40.88433470435143),2,Bronx,212,12,83,36,16,3576,79,Municipal Facilities,backed 2,06/28/2017,3740 Baychester Avenue,3740 Baychester Avenue,Baychester Avenue,Crawford Avenue & Needham Avenue,Bronx,212,Not Applicable,Not Applicable,40.884343,-73.840254,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93804944807543 40.82302374828721),1,Manhattan,110,9,71,30,13,3028,1064,Municipal Facilities,backless,01/26/2015,2541 Adam Clayton Powell Boulevard,2541 Adam Clayton Powell Boulevard,W. 147th Street,W. 147th Street & W. 148th Street,Manhattan,110,M1,Not Applicable,40.8230237483,-73.9380494481,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.9354555661926 40.84696471491135),1,Manhattan,112,10,72,31,13,2367,993,General,backed,04/01/2014,1347 St Nicholas Avenue,1347 St Nicholas Avenue,St. Nicholas Avenue,W177th & W178th Street,Manhattan,112,Not Applicable,Not Applicable,40.846973,-73.935457,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82430160108264 40.86466770711481),2,Bronx,210,12,82,36,16,3593,6,Municipal Facilities,backed 2,05/26/2017,4140 Hutchinson River Pkwy E,4140 Hutchinson River Pkwy E,Einstein Loop S,Einstein Loop S & Boller Avenue,Bronx,210,Not Applicable,Not Applicable,40.864676,-73.824303,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.95947356662022 40.69932274504676),3,Brooklyn,301,33,50,26,7,3465,1808,Bus Route,backless,10/29/2016,92 Wallabout Street,92 Wallabout Street,Wallabout Street,Franklin Avenue & Kent Avenue,Brooklyn,301,B48,Not Applicable,40.699331,-73.959475,AE,,2
POINT (-73.88712758805957 40.74483473344623),4,Queens,404,25,39,16,6,3967,498,Bus Route,backless 2,02/14/2018,7808 Broadway,7808 Broadway,Broadway,78th Street & 79th Street,Queens,404,Q53,Not Applicable,40.744843,-73.887129,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91783113369823 40.84878395870788),2,Bronx,205,14,77,29,15,1886,754,General,backed,07/02/2013,1683 Dr. Martin Luther King Jr. Blvd,1683 Dr. Martin Luther King Jr. Blvd,Dr. Martin Luther King Jr. Blvd,W 176th Street & Brandt Place,Bronx,205,BX03,Not Applicable,40.8487839587,-73.9178311337,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98882155403157 40.76586973252303),1,Manhattan,104,3,67,27,10,2775,1652,Municipal Facilities,backed,11/05/2014,440 West 53rd Street,440 West 53rd Street,West 53rd Street,9th Avenue & 10th Avenue,Manhattan,104,Not Applicable,Not Applicable,40.765878,-73.988823,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91225657490546 40.82135471911796),2,Bronx,201,17,79,32,15,1569,368,General,backed,01/11/2013,3097 Third Avenue,,3rd Avenue,East 157th and 158th Street,Bronx,201,Not Applicable,Not Applicable,40.821363,-73.912258,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94207356459756 40.83116971857788),1,Manhattan,109,7,71,30,13,4125,613,Bus Route,backless 2,07/12/2018,460 West 155th Street,1909 Amsterdam Avenue,West 155th Street,Amsterdam Avenue & Saint Nicholas Avenue,Manhattan,109,BX6,Not Applicable,40.831178,-73.942075,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91106357753016 40.77583272769586),4,Queens,401,22,36,12,14,3514,0,General,backed,11/30/2016,22-16 31st Street,22-16 31st Street,31st Street,Ditmars Blvd & 23rd Avenue,Queens,401,Not Applicable,Not Applicable,40.775841,-73.911065,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91410958304611 40.678459746853875),3,Brooklyn,316,41,55,25,8,2270,1374,General,backless,12/13/2013,2015 Fulton Street,2015 Fulton Street,Fulton Street,Saratoga Avenue & Thomas S Boyland Street,Brooklyn,316,B25,Not Applicable,40.678468,-73.914111,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92015557584632 40.76276573091486),4,Queens,401,22,36,12,12,3507,2232,General,backed,12/10/2016,35-01 31st Avenue,35-01 31st Avenue,35th street,34th Street & 35th Street,Queens,401,Not Applicable,Not Applicable,40.762774,-73.920157,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99196055769471 40.69055174743355),3,Brooklyn,302,33,52,26,7,987,477,BID,backed 2,06/19/2012,106 Court Street,106 Court Street,Court Street,Livingston and Schermerhorn Streets,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.69056,-73.991962,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89461258602746 40.72635873749307),4,Queens,405,30,30,15,6,649,588,Bus Route,backless,04/16/2013,69-21 & 69-23 Grand Avenue,69-21 Grand Avenue,Grand Avenue,69th Place & 69th Street,Queens,405,Q58,Not Applicable,40.726367,-73.894614,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91769758045577 40.70462774190912),3,Brooklyn,304,37,53,18,7,2147,1110,General,backed,06/11/2013,374 Stockholm Street,161 Wyckoff Avenue,Wyckoff Avenue,Wyckoff Avenue & St. Nicholas Avenue,Brooklyn,304,B13,Not Applicable,40.704636,-73.917699,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97726755664839 40.784603728114945),1,Manhattan,107,6,67,29,10,3645,3425,Senior Safety,backed,06/21/2017,440 Amsterdam Avenue,440 Amsterdam Avenue,W. 81st Street,W. 80th Street & W. 81st Street,Manhattan,107,Not Applicable,Not Applicable,40.784612,-73.977269,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8984885773909 40.846218713530746),2,Bronx,206,15,86,33,15,2590,1190,Municipal Facilities,backed,07/01/2014,1866 Washington Avenue,1866 Washington Avenue,Washington Avenue,E. 176th and E. Tremont Avenue,Bronx,206,Not Applicable,Not Applicable,40.846227,-73.89849,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00561555064876 40.726606740825034),1,Manhattan,102,3,66,27,10,979,2034,BID,backed,07/03/2012,160 Varick Street,160 Varick Street,Varick Street,Charlton and Vandam Streets,Manhattan,102,Not Applicable,Hudson Square Connection,40.726615,-74.005617,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91018458425405 40.66976674877528),3,Brooklyn,316,41,55,20,8,1763,475,BID,backed,02/21/2013,1707 Pitkin Avenue,1707 Pitkin Avenue,Pitkin Avenue,Rockaway Avenue & Thatford Avenue,Brooklyn,316,Not Applicable,Pitkin Avenue,40.669775,-73.910186,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89516959114795 40.64718875217897),3,Brooklyn,318,46,58,19,8,2971,2327,Municipal Facilities,backless,01/02/2015,10424 Flatlands Avenue,918 East 105th Street,East 105th Street,Flatlands Avenue & Avenue J,Brooklyn,318,B103,Not Applicable,40.647197,-73.895171,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.96251456026951 40.79969572487173),1,Manhattan,107,7,69,30,13,3661,2421,General,backless,02/14/2017,953 Columbus Avenue,953 Columbus Avenue,Columbus Avenue,W 107th Street & W 106th Street,Manhattan,107,Not Applicable,Columbus/Amsterdam,40.799704,-73.962516,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94930556524288 40.776849729402656),1,Manhattan,108,5,76,28,12,1995,798,General,backless,07/31/2013,401 East 86th Street,401 East 86th Street,1st Avenue,E 86th & E 87th Street,Manhattan,108,M15,Not Applicable,40.776858,-73.949307,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95498756769697 40.71428774158111),3,Brooklyn,301,33,50,18,12,2028,94,General,backed 2,07/24/2013,259 North 5th Street,259 North 5th Street,North 5th Street,Havemeyer Street,Brooklyn,301,Not Applicable,Not Applicable,40.714296,-73.954989,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91794775959384 40.815773371338345),2,Bronx,201,17,84,32,15,3562,758,Plaza,backless,09/28/2018,530 Willis Avenue,530 Willis Avenue,Third Avenue,Willis Avenue & E. 148th Street,Bronx,999,Not Applicable,Not Applicable,40.8157733713,-73.9179477596,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.74586563561003 40.69618873808306),4,Queens,413,27,33,14,5,3621,68,General,backed 2,05/13/2017,206-20 Linden Blvd,206-20 Linden Blvd,Linden Blvd,207th Street & Francis Lewis Blvd,Queens,413,Not Applicable,Not Applicable,40.696197,-73.745867,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94099356534505 40.83425671742473),1,Manhattan,112,10,71,31,13,2332,1357,Senior Center,backed,01/15/2014,2003 Amsterdam Avenue,2003 Amsterdam Avenue,Amsterdam Avenue,159th Street & 160th Street,Manhattan,112,Not Applicable,Not Applicable,40.834265,-73.940995,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88758558223394 40.83058071642958),2,Bronx,203,17,85,32,15,2886,1010,Municipal Facilities,backless,12/17/2014,1434 Longfellow Avenue,1018 Jennings Street,Jennings Street,Jennings Street and Freeman Street,Bronx,203,BX11,Not Applicable,40.830589,-73.887587,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94529057843252 40.58370676641124),3,Brooklyn,315,48,45,23,8,2145,1012,Community Health Centers,backless,09/18/2013,2235 Emmons Avenue,2235 Emmons Avenue,Emmons Avenue,East 21st and Dooley Streets,Brooklyn,315,B4,Not Applicable,40.583715,-73.945292,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.97882661169608 40.64293322942098),3,Brooklyn,312,39,44,21,10,1021,25,Plaza,backed,05/30/2012,114 Beverley Road,114 Beverley Road,Beverly Road,Church Ave and East 2nd Street,Brooklyn,312,Not Applicable,Not Applicable,40.6429332294,-73.9788266117,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81729029129991 40.58572637112353),4,Queens,414,32,23,10,5,3949,376,Bus Route,backless 2,11/13/2017,1055 Cross Bay Blvd,1055 Cross Bay Blvd,Cross Bay Blvd,Liberty Avenue & 108th Avenue,Queens,0,Q52,Not Applicable,40.5857263711,-73.8172902913,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-74.01164455360463 40.64383475697626),3,Brooklyn,307,38,51,20,7,1848,292,Senior Center,backed,04/11/2013,5216 5th Avenue,5216 5th Avenue,5th Avenue,52nd & 53rd Street,Brooklyn,307,Not Applicable,Not Applicable,40.643843,-74.011646,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00739954916385 40.74180973782749),1,Manhattan,104,3,66,27,10,3067,1340,General,backless,06/01/2015,449 West 14th Street,449 West 14th Street,West 14th Street,10th Avenue & 9th Avenue,Manhattan,104,M11,Not Applicable,40.741818,-74.007401,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.10240352823863 40.577826773739915),5,Staten Island,502,50,64,24,11,3656,2346,Senior Safety,backed,12/27/2016,2154 Hylan Blvd,2154 Hylan Blvd,Hylan Blvd,Midland Avenue & Zwicky Avenue,Staten Island,502,Not Applicable,Not Applicable,40.577835,-74.102405,AE,,2
POINT (-73.94650056487515 40.80820672291162),1,Manhattan,110,9,70,30,13,1182,307,BID,backed,01/16/2013,125 West 125th Street,,West 125th Street,"Adam Clayton Powell, Jr. Blvd & Malcolm X Blvd",Manhattan,110,Not Applicable,125th Street,40.808215,-73.946502,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93755656851219 40.80024772433835),1,Manhattan,111,8,68,30,13,2110,749,Community Health Centers,backed,08/15/2013,216 East 120th Street,216 East 120th Street,East 120th Street,2nd and 3rd Avenues,Manhattan,111,Not Applicable,Not Applicable,40.800256,-73.937558,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80093061663096 40.72269073469158),4,Queens,408,24,25,14,6,3346,385,Municipal Facilities,backed,07/12/2016,167-01 Union Turnpike,167-01 Union Turnpike,Union Turnpike,167th Street & 168th Street,Queens,408,Not Applicable,Not Applicable,40.722699,-73.800932,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97496055937961 40.744395736327974),1,Manhattan,106,2,74,28,12,2477,393,Health Care Facilities,backed,05/09/2014,317 E. 34th Street,173 E. 34th Street,E. 34th Street,1st Avenue and Tunnel Entrance Road,Manhattan,106,Not Applicable,Not Applicable,40.744404,-73.974962,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.96107557005143 40.63502675729157),3,Brooklyn,314,40,42,21,9,2418,1977,General,backless,04/30/2014,1717 Foster Avenue,1717 Foster Avenue,Foster Avenue,E 17th Street and E 18th Street,Brooklyn,314,B8,Not Applicable,40.635035,-73.961077,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94525657737086 40.61572676063864),3,Brooklyn,314,45,41,19,9,4178,39,Bus Route,backed 2,09/25/2018,2955 Kings Highway,2955 Kings Highway,Kings Highway,Nostrand Avenue & East 31st Street,Brooklyn,314,B82,Not Applicable,40.615735,-73.945258,X,AREA OF MINIMAL FLOOD HAZARD,5
